degree	clustering	betweenness	modules
0.046731827	0.007806911	0	10
0.037015199	0.007705692	1592	8
0.208175018	0.010278135	30	9
0.403578764	0.00945772	0	9
0.581808518	0.003471747	60566	9
0.245928722	0.0106186	0	8
0.308686963	0.009847298	0	8
0.13154293	0.012610254	136	8
0.14518133	0.005108978	2370	8
0.142155965	0.007018416	0	8
0.120154314	0.009353245	0	8
0.388548095	0.007372493	3646	8
0.47037804	0.009471786	0	8
0.559962118	0.009472529	260	8
0.563764596	0.01240422	128	8
0.452829157	0.009195694	134	8
0.654537647	0.006869796	11348	8
0.542712175	0.01193092	0	8
0.548464813	0.01452011	1048	8
0.571542662	0.007488909	9070	8
0.582623598	0.010629943	0	8
0.15507164	0.00524537	5126	9
0.379605581	0.005447586	5224	9
0.107961598	0.00512361	3382	9
0.325559459	0.005905455	1770	9
0.671467126	0.006849608	2030	9
0.277325807	0.005594428	66	9
0.204406641	0.007693985	0	9
0.26638669	0.010652091	0	9
0.299671658	0.009103677	248	9
0.409504958	0.01086511	0	9
0.508021458	0.008243147	1440	9
0.634906309	0.011164377	364	9
0.551457392	0.007770187	1734	9
0.512331927	0.010973954	0	9
0.342129704	0.012138875	0	9
0.334845587	0.008126472	4	9
0.200280945	0.005090797	1724	9
0.041197228	0.005944525	0	9
0.139193673	0.007943311	152	8
0.316221998	0.005789014	2126	8
0.105266907	0.012573391	0	8
0.181298491	0.004423088	156	9
0.442532139	0.003331464	5908	9
0.154748948	0.00485863	0	9
0.050917349	0.00994094	0	9
0.257851591	0.007141757	12	8
0.103466151	0.005972544	4	9
0.084209322	0.008927582	0	9
0.244182649	0.002458662	1950	9
0.043271245	0.005895323	0	9
0.044459129	0.006543278	958	9
0.042219969	0.005481812	54	10
0.00599074	0.007414439	822	9
0.029156631	0.000463413	5946	9
0.016503327	0	0	10
0.004111108	0	20	10
0.00430872	0.014157961	0	10
0.002546787	0.039299271	0	9
0.101342991	0.009699698	2890	9
0.089294059	0.008553019	0	9
0.044153043	0.007228937	1972	9
0.032538981	0.002391807	656	9
0.017315399	0.009096075	0	9
0.013596671	0.007567312	0	5
0.102108728	0.012059772	0	10
0.002204494	0	0	10
0.458880795	0.009368629	108	8
0.383866603	0.005352293	11334	8
0.226132606	0.005417998	17304	8
0.311948635	0.004919092	4818	8
0.220560822	0.005552538	1394	10
0.199017025	0.011756618	1112	10
0.250263677	0.007613276	15558	10
0.215478537	0.010549031	0	10
0.181448484	0.009842965	0	10
0.181306505	0.01098701	0	10
0.080158923	0.007139721	190	10
0.00545068	0.108995678	0	10
0.002144319	0.02435423	0	10
0.005829874	0	0	10
0.001538955	0.000453752	0	10
0.0009086	0.013196335	124	8
0.021870302	0.001991842	3460	10
0.695576186	0.011371765	60	8
0.524657318	0.010553523	652	8
0.709570158	0.006634172	538	8
0.51003431	0.008041788	2748	8
0.502802777	0.007756558	3764	10
0.522560589	0.007331612	6570	10
0.540889044	0.007188253	1884	10
0.497030163	0.008462248	1570	10
0.863722716	0.006685896	2020	10
0.863194913	0.005273773	4800	10
0.5043272	0.008418492	2432	10
0.476224218	0.01028692	1124	10
0.341616629	0.012248232	306	10
0.156935783	0.015225006	0	10
0.354305181	0.007179688	2218	10
0.325685652	0.006571982	11342	10
0.088849354	0.007426601	1972	10
0.166909277	0.010854209	5854	10
0.162916728	0.003165377	12586	10
0.688321501	0.009469881	20	8
0.645280861	0.010501195	192	8
0.665517317	0.008017486	10316	8
0.787042325	0.007130948	216	10
0.629973605	0.011603675	0	10
0.471978517	0.008171738	16268	8
0.433239459	0.009785964	1364	10
0.668769678	0.01080384	0	10
0.393942334	0.012561516	16	10
0.656857964	0.013716663	0	10
0.564860697	0.008969516	24070	10
0.604596027	0.007040468	4338	10
0.646242471	0.009424909	6342	10
0.488593702	0.009150028	1470	10
0.810964868	0.008273488	606	10
0.519389673	0.006209857	9296	10
0.536547789	0.00852906	14044	10
0.534640891	0.009210688	460	10
0.649827152	0.007914225	4384	10
0.432778749	0.0061694	3570	10
0.26079835	0.00754703	4208	10
0.332454767	0.003264952	31154	10
0.386384058	0.006230154	22278	10
0.556885022	0.009159546	8332	10
0.536440547	0.007469905	3076	10
0.362520927	0.006938591	1406	10
0.393926152	0.006069073	11934	10
0.474607007	0.005207188	8166	10
0.310008341	0.006890525	13952	10
0.367817441	0.006689986	7720	10
0.300470532	0.010332461	438	10
0.472007818	0.004433237	4506	10
0.259300771	0.005947417	13214	10
0.176788648	0.006844493	3420	10
0.613057132	0.005720447	11806	10
0.541839032	0.00668197	1190	10
0.431891418	0.010399831	3958	10
0.438315663	0.012611362	0	10
